abstrakciyaların	1
abstrakciyalarına	1
abstrakciyalarǵa	1
abstrakciyalastırıw	1
abstrakciyalawdıń	1
abstrakciyalawı	1
abstrakciyalawǵa	1
abstrakciyalaydı	1
abstrakciyalaytuǵın	2
abstrakciyalıq	1
abstrakciyanı	1
abstrakciyanıń	2
abstrakciyası	2
abstrakciyasın	2
abstrakciyasınıń	1
abstrakciyaǵa	1
abstrakt	9
abstraktlastırıw	1
abstraktlawǵa	1
abstraktlı	1
abstraktlıraq	1
abstraktlıǵına	1
abtbooks	1
Abu	6
Abubakirov	7
Abubákir	1
Abulfayzxannıń	2
Abulfayzxzndiń	2
Abulqasım	1
Abulqosim	3
Abulxayırxannıń	1
Abulxayırxanǵa	1
Abulǵaziy	1
Abulǵazı	1
Abulǵazını	1
Abxaziyadaǵı	1
Abxaziyanı	1
Abxaziyanıń	1
abxazlardı	2
abxazlardıń	1
abzaclardı	1
abzaclardıń	1
abzactı	1
abzacı	1
abzalları	1
abzallarınıń	1
abzallıq	1
Abzallıqları	3
abzallıqları	26
abzallıqların	7
Abzallıqıydıń	1
abzallıǵı	5
Abzalovanıń	1
Abzalovtıń	1
Abzatdin	3
Abzatdinov	3
Abılbaevlar	1
Abılla	3
Abıllaev	2
Abıralı	1
abıray	4
abırayda	1
abıraydı	1
abırayların	1
abıraylı	72
abıraynı	1
abıraysın	1
abıraysız	2
abıraysızlantirdi	1
abırayı	19
abırayın	50
abırayına	6
abırayınan	1
abırayınıń	1
abırayıńız	1
abırayǵa	3
Abırjı	6
abırjıwǵa	1
abıroy	3
abıroydan	1
abıroydı	1
abıroylı	9
abıroylısı	1
abıroyı	2
abıroyın	4
abıroyına	3
abıroyınan	2
abıroyında	1
abıroyınıń	1
abıroyǵa	1
Abıshqa	1
Abısınlar	2
academic	5
Academician	9
academician	3
academicians	3
Academy	8
academy	14
Accelerating	5
accepted	5
accessdate	3
Acerdiń	1
Acetilxolinergikalıq	1
acetilxolinniń	2
Achebeniń	1
achievements	3
Achilov	4
Achı	1
Achıl	1
acikllı	1
ACLdıń	1
acquainted	5
acquin	25
ACQUINniń	3
acquire	5
Acrobattıń	1
Actionstı	1
Actionstıń	1
activation	3
active	7
actively	5
activists	3
activity	5
ACWA	4
adabiy	3
adabiyatın	1
Adaklı	1
adalatlı	3
adalatsızlıqlarǵa	1
Adam	8
adam	177
adamaları	1
adambısań	1
adamda	3
adamdaǵı	1
adamdı	34
adamdıń	2
adamgershiligi	3
adamgershilik	21
adamgershilikke	3
adaminiń	1
adamlar	75
adamlarda	8
adamlardan	2
adamlardaǵı	2
adamlardiń	3
adamlardı	17
adamlardın	2
adamlardıń	31
adamlarsız	1
adamları	9
adamlarım	2
adamlarımız	2
adamların	3
adamlarına	2
adamlarınan	1
adamlarınıń	2
adamlarǵa	13
adamlıq	2
adamlıǵı	1
adamnan	5
adamniń	1
adamnın	2
adamnıń	38
adamsań	1
adamsız	2
adamzat	8
adamzatlıq	1
adamzattiń	2
adamzattı	1
adamzattıń	3
adamı	9
adamım	1
adamın	2
adamına	2
adamınıń	1
adamıy	1
adamǵa	15
Adanalı	1
Adandaǵı	1
adanların	1
adanlastırılıwǵa	3
adanlastırıw	3
Adanı	1
Adanıń	1
adaptaciyalawdı	1
adaptaciyalawǵa	1
adaptaciyası	3
adapterdiń	1
adapteriniń	1
Adaptiv	10
adaspaǵan	1
adastırıwshı	1
adasıp	4
adasıwlar	1
adasıwshılıq	1
adawamında	3
Address	3
addukciyasınıń	2
addukciyaǵa	1
adduktlardı	1
Adebayordıń	1
adebiyati	3
adebiyatımızda	1
adekvat	3
Adenauer	3
Adenauerdiń	1
Adeyemidiń	1
Adham	9
adiblar	3
Adilbaev	4
Adilbaevich	3
Adilbek	4
Adilova	4
Adilovtıń	3
Administraciyadaǵı	1
administraciyalardı	1
administraciyaları	1
Administraciyalıq	2
administraciyanı	1
Administraciyası	7
administraciyası	32
administraciyasın	3
administraciyasına	5
administraciyasınan	1
administraciyasında	1
Administraciyasınıń	12
administraciyasınıń	6
administraciyaın	1
administraciyaına	1
administraciyaǵa	3
administration	3
administrator	2
administratorlardıń	1
administratorları	1
administratorların	1
administratorlarǵa	1
administratorlıq	1
administratorlıǵı	1
administratorı	3
administratorın	1
administratorına	1
administratorıńız	1
administratorǵa	1
administratsiyası	4
administratsiyasıdıń	2
adminstraciyası	5
Adminstraciyasınıń	1
admiralları	1
admirallıq	1
Admiralteystvoǵa	1
admiralı	1
admission	1
admitted	3
Admınıstration	1
admınıstrativ	1
Admınıstratsiyası	1
Adolat	3
adolat	2
Adolftıń	1
Adornonıń	1
adres	6
adresi	3
adresiniń	1
adreslenetuǵın	1
adreslerdiń	2
adresleriniń	1
adreslew	7
adreslewdiń	2
adresleytuǵın	1
adrestiń	1
Adrianonı	1
Adriatikadaǵı	2
adsorbsiyalanǵan	1
ADStiń	1
adults	5
advakatlarǵa	1
Advakatlıq	1
advancement	3
adveksiyaǵa	1
advokatları	1
advokatlarınan	1
advokatlarınıń	1
advokatlarǵa	1
advokatlıg	1
advokatlıq	1
advokatura	3
Advokaturanıń	1
advokatı	2
advokatımızdan	1
advokatına	1
adyutantı	2
Adıgey	1
Adıgeya	1
adım	3
adımba	1
adımda	1
adımdı	1
adımlap	1
adımlar	1
adımlardan	1
adımlardı	2
adımlardıń	1
adımları	3
adımlarınıń	1
adımlarǵa	1
adımlawshı	2
adımlawshılar	1
adımnan	1
adımı	1
adımın	1
adımǵa	1
adında	1
Adır	1
adırdıń	1
Adırlar	1
Adırlarda	1
adırlardan	1
Adırlardıń	1
Adıyaman	2
aellca	9
Aenaniyaǵa	1
aeraportı	1
Aerobikalıq	2
aerodinamikalıq	1
aerodinamikaǵa	1
aerodromdıń	1
aerodromları	1
aerodromların	1
aerodromı	1
aerodromına	1
aerodromınan	1
aerodromında	1
aerodromǵa	1
Aeroflottıń	1
Aeroflotı	2
aerokosmikalıq	1
aerokosmoslıq	3
aeroport	4
aeroportlar	2
aeroportlardı	1
aeroportlardıń	1
aeroportları	1
aeroportlarına	1
aeroportlarında	1
aeroportlarındaǵı	1
aeroportlarǵa	2
Aeroporttaǵı	1
aeroporttı	1
aeroporttıń	3
aeroportı	2
aeroportına	2
aeroportınan	1
aeroportında	9
aeroportınıń	1
aerozolınıń	1
Afantaziyası	1
AFAnıń	1
afarlardıń	1
affairs	2
affikslerdiń	2
affikslerdıń	1
affilirlanǵan	1
affkslerdiń	1
Afflektiń	1
Afganistanǵa	1
Afganstandaǵı	1
Afganstannıń	1
Afganıstandıń	1
Afinadaǵı	1
afinalılar	1
Afinaniń	2
Afinanı	1
Afinanıń	1
Afinaǵa	2
afishası	2
afishasında	1
AFLD	4
Afondaǵı	1
Afrikadaǵı	3
afrikalastırılǵan	1
afrikalı	2
afrikalılar	1
Afrikalılardıń	1
afrikalıq	2
afrikalıqlar	4
afrikalıqlardan	1
afrikalıqlardıń	1
afrikanerlardıń	1
Afrikanı	1
Afrikanıń	4
Afrikası	2
Afrikasına	1
Afrikasında	1
Afrikasınıń	1
Afrikaǵa	1
Afriká	1
Afriǵ	1
Afriǵiylar	1
Afriǵiyler	2
afroamerikalı	1
Afroamerikalıqlar	1
Afrodisiyadaǵı	1
Afroditanı	1
Afsariyadaǵı	1
after	25
afternoon	3
Aftondı	1
Aftonnıń	1
afǵan	1
Afǵanistan	2
Afǵanistandıń	1
Afǵaniy	1
afǵon	2
Afǵoniy	1
ag	8
Agadestaǵı	1
against	3
agaması	1
Agamemnonnıń	1
Agamemnonıń	1
Agamemnonǵa	2
Agar	2
agashlardı	2
agashtı	1
agashı	1
Agata	3
Agaxovanıń	1
Agdanıń	1
age	2
Agency	6
agent	6
agentiniń	1
agentińiz	1
agentlerdiń	2
agentleriniń	1
agentligi	92
agentligine	5
agentliginen	3
agentliginiń	33
Agentlik	5
agentlik	8
agentlikler	3
agentliklerdiń	1
agentlikleri	3
agentlikleriniń	2
agentliktiń	5
agentlık	2
agenttiń	3
Agilardı	1
Agirreniń	1
agitaciyasına	1
agitatsiyalıq	1
aglomeraciyaları	1
aglomeraciyası	1
aglomeraciyasın	1
aglomeraciyasında	1
aglomeratsiyasında	1
Agnestiń	1
agnostikalıq	1
ago	2
agrar	19
Agraǵa	1
agregaciyalanǵan	1
agregaciyalawshı	1
agregaciyasına	1
agregatları	1
agregatlı	1
agregatorları	1
agregatorı	1
agregatorına	1
agregattaǵı	1
agregattıń	1
agregatı	1
agressiyanı	1
agressiyası	2
agressiyasına	1
agressorlardıń	1
Agricultural	3
Agriculture	3
agro	3
agroekeonomika	3
agroekologiyası	10
agroekonomika	4
agronomikalıq	3
agronomı	1
agroologiyası	3
agrosanaat	3
agrotexnikalıq	4
agrotexnologiyalar	10
agrotexnologiyaları	3
agrotexnologiyalarǵa	3
agrotexnologiyası	3
agroximiyalıq	4
Agustiono	4
agzaları	2
Agzamxodjaevtıń	2
agzası	3
agıp	1
Ahimsanı	1
Ahmad	4
Ahmadabadtaǵı	1
Ahmed	3
Ahmedovanıń	1
Ahmedovtıń	1
ahmiyeti	3
aholi	3
ahwalı	1
ahwalına	2
ahám	1
ahı	1
AI	27
Aida	3
aids	3
AIdıń	1
AIJS	33
AIJSke	4
AIJSna	5
AIJSqa	26
AIJStiń	4
AIJStıń	7
AIJSǵa	3
Aile	5
Airways	3
AIRǵa	1
aitrǵanda	1
AIV	10
AJ	35
ajapası	3
ajapasınıń	1
Ajarǵa	1
Ajaxtı	1
ajayıbat	1
ajayıp	2
ajaǵaları	1
ajaǵası	3
ajaǵasınıń	2
Ajemóǵli	1
Ajikól	1
Ajimovtıń	2
Ajiniyaz	18
Ajiniyazova	3
ajiotajdı	1
ajiralıp	1
ajiratadılar	1
ajralmaǵan	1
ajralıp	6
ajratatuǵın	1
ajratiladi	4
ajratıladi	1
ajratıladı	3
ajratılatuǵın	1
ajratılıwı	1
ajratılǵan	1
ajratıp	2
ajratǵani	1
ajrıralıp	1
ajıraladi	1
ajıraladı	5
ajıralatuǵın	1
ajıraldı	1
ajıraldıńız	2
ajıralmagan	1
ajıralmas	22
ajıralmaytuǵın	4
ajıralıp	44
ajıralıstı	1
ajıralıw	2
ajıralıwdan	1
ajıralıwı	1
ajıralıwınıń	1
ajıralıwǵa	1
ajıralǵan	3
ajıralǵanı	1
ajırasadı	2
ajırasqan	2
ajırasqannan	2
ajırasqanı	1
ajırasqanınan	1
ajırasqanǵa	2
ajırastı	1
ajırasıp	3
ajırasıw	6
ajırasıwdan	1
ajırasıwdı	1
ajırasıwdıń	1
ajırasıwlar	1
ajırasıwları	1
ajırasıwı	2
ajırasıwımızǵa	1
ajırasıwın	1
ajırasıwına	1
ajırasıwınan	2
ajırasıwınıń	1
ajırasıwǵa	3
ajırata	4
ajıratadı	3
ajıratamız	1
ajıratatuǵın	2
ajıratdi	1
ajıratpalardıń	2
ajıratpastan	1
ajıratpay	1
ajıratpaǵanına	1
ajıratqan	1
ajıratqanda	1
ajıratqannan	1
ajıratqanı	3
ajıratqanına	1
ajıratqanında	1
ajıratqısh	1
ajıratqıshlar	1
ajıratqıshları	1
ajıratqıshın	1
ajıratsa	1
ajırattı	4
ajıratıladı	30
ajıratılatuǵın	2
ajıratılatuǵını	1
ajıratıldı	17
ajıratılmaydı	2
ajıratılmaytuǵın	1
ajıratılmaǵan	1
ajıratılıp	13
ajıratılıw	3
ajıratılıwdı	1
ajıratılıwı	9
ajıratılıwın	1
ajıratılıwına	3
ajıratılıwında	1
ajıratılǵan	28
ajıratılǵanda	1
ajıratılǵannan	1
ajıratılǵanın	1
ajıratılǵanınan	1
ajıratılǵanınday	2
ajıratımlılıq	2
ajıratımlılıqlarınıń	1
ajıratımlılıqqa	1
ajıratımlılıqta	1
ajıratımlılıqtaǵı	1
ajıratımlılıǵı	4
ajıratımlılıǵın	1
ajıratımlılıǵına	1
ajıratımlılıǵınan	2
ajıratımlılıǵında	1
ajıratımlılıǵınıń	1
ajıratımlıqtaǵı	1
ajıratımlıǵı	1
ajıratıp	36
ajıratıw	33
ajıratıwda	1
ajıratıwdan	1
ajıratıwdı	2
ajıratıwdıń	2
Ajıratıwsh	1
ajıratıwshı	3
ajıratıwshıları	1
ajıratıwı	1
ajıratıwın	2
ajıratıwına	1
ajıratıwǵa	3
ajıraw	1
ajıraǵanlıǵın	1
ajırıq	2
AK	4
aka	3
akaciyası	1
akadem	1
akademialıq	1
akademigi	11
akademigı	1
Akademik	26
akademik	234
akademikalıq	10
akademikler	5
akademikleri	3
akademiyada	8
Akademiyadaǵı	2
akademiyalardı	1
akademiyaları	2
akademiyaların	1
akademiyalarında	1
akademiyalarınıń	1
akademiyalık	3
Akademiyalıq	15
akademiyalıq	269
Akademiyamız	4
akademiyanı	1
Akademiyanıń	2
akademiyasi	6
akademiyasiniń	1
Akademiyası	9
akademiyası	51
akademiyasın	1
akademiyasına	1
akademiyasınan	3
akademiyasında	3
Akademiyasınıń	9
akademiyasınıń	35
Akademiyaǵa	4
akademnashr	1
Akademyasınıń	1
AKAMdı	1
Akannıń	1
Akauntındaǵı	1
AKB	7
Akbar	3
Akbaraliev	3
Akbarshahtı	1
Akbarshaxtıń	1
akcentı	1
akcionerdiń	1
akcionerlerdiń	1
akcionerleriniń	1
akcionerlik	8
akciya	31
akciyada	11
akciyadarlıq	2
akciyalar	7
akciyalardı	3
akciyalardıń	7
akciyaları	3
akciyaların	2
akciyalarına	3
akciyalarınıń	2
akciyalarǵa	1
akciyanı	3
akciyanıń	7
akciyası	54
akciyasın	6
akciyasına	8
akciyasında	38
akciyasınıń	12
akciyaǵa	5
akemniń	1
Akexója	2
akhimo	3
Akhmed	16
Akhmetkarimov	3
Akhmetov	9
Akihito	4
Akim	3
Akimov	4
akkauntlardı	1
akkauntlardıń	3
akkauntları	1
akkauntların	2
akkauntlarına	1
akkauntlarınan	1
akkauntlarında	2
akkauntlarındaǵı	1
akkauntlarınıń	1
akkauntlarǵa	1
akkaunttaǵı	1
akkaunttı	2
akkaunttıń	1
akkauntı	2
akkauntım	1
akkauntın	1
akkauntına	2
akkauntınan	1
akkauntında	1
Akkauntındaǵı	1
akkauntınıń	2
akkauntısız	1
akkauntıńız	1
akkauntıńızdaǵı	1
akkauntıńızdı	1
akkauntıńızǵa	1
akkawntın	1
akkordlı	3
akkordlıq	1
Akkoǵa	1
Akkreditaciya	3
akkreditaciya	25
akkreditaciyadan	10
akkreditaciyalanǵan	1
akkreditaciyalaw	5
akkreditaciyalawdı	2
akkreditaciyanıń	3
akkreditaciyası	3
akkreditaciyasın	1
akkreditaciyaǵa	3
Akkreditierungs	3
akkumulyatorlardı	3
akkumulyatorlı	1
akkumulyatorlıq	1
akkumulyatorı	1
Akmal	9
Akmalov	2
Akmaral	3
Akmataliev	3
Akmullı	3
Akmuratova	3
akrlıq	1
akrobatikalıq	1
akrobatikanı	1
aks	5
akseleraciya	3
akseleratorǵa	1
akseleratsiya	5
akselerometrdiń	1
Akselssonǵa	1
aksessorlı	2
aksessuarlardı	2
aksessuarları	1
aksessuarların	1
aksessuarlarınıń	1
Aksessuarlarǵa	1
Aksessuarlawshı	1
aksessuarı	1
Aksilkorrupsiya	2
Aksilrevolyuciyalıq	1
aksiomalardıń	1
aksiomalıq	1
aksiomatizaciyasın	1
aksiomaǵa	1
aksiyadarlardıń	1
aksiyadarlarǵa	1
aksiyadarlıq	1
aksiyalardı	1
aksiyalardıń	2
aksiyaları	1
aksiyaların	1
aksiyalarına	1
aksiyanı	1
aksiyasi	5
aksiyasida	3
aksiyasında	1
aksonlardıń	1
Aktaw	5
akterlıǵı	1
aktiv	28
aktivaciyası	1
aktivaciyasın	1
aktiviniń	1
aktivler	3
aktivlerdiń	1
aktivleriniń	2
aktivlespeytuǵının	1
aktivlestiriletuǵının	1
aktivlestiriwdiń	1
aktivliginiń	1
aktivliktiń	1
aktivtiń	1
aktlerdiń	2
aktlı	1
aktrisa	18
aktrisalardı	1
aktrisaların	2
aktrisalarınan	1
aktrisalarǵa	1
aktrisalıq	1
Aktrisalıqtan	1
aktrisalıqtı	1
aktrisanı	2
aktrisanıń	2
aktrisası	3
aktrisaǵa	1
aktsionerlerdiń	1
aktsiyadarlıq	1
aktsiyalardı	1
aktsiyaları	1
aktsiyalarına	1
aktsiyalarǵa	2
akttiń	1
Akttıń	1
aktual	22
aktuallastırıw	1
aktuallasıp	1
aktuallıq	1
aktuallıǵı	7
aktuallıǵın	3
aktuarlıq	1
aktuatorlarǵa	1
aktyor	18
aktyordı	2
aktyordıń	1
aktyorlar	5
aktyorlardı	1
aktyorlardıń	6
aktyorları	3
aktyorların	2
aktyorlarına	1
aktyorlarınan	1
aktyorlarınıń	1
aktyorlarǵa	3
aktyorlerdiń	1
aktyorlıq	13
aktyorlıqqa	1
aktyorlıqtan	1
aktyorlıqtı	1
aktyorlıǵı	1
aktyorlıǵın	1
aktyorı	2
aktyorına	1
aktyorǵa	1
aktı	1
aktına	1
aktınan	1
Akuitsioniń	1
akulalarına	1
akustikalıq	3
akutsız	1
akvarel	3
akvatoriyası	1
akvatoriyasındaǵı	1
Akvinskiydiń	1
AKÓ	2
AKÓniń	1
AKÓQáw	1
AL	6
Al	37
al	302
ala	16
Alaayǵır	1
Alabamaǵa	1
Alabanıkı	1
alabuǵa	1
alabı	1
alabına	2
alabında	1
alabındaǵı	3
alabınıń	1
Alacatlı	1
aladaǵı	3
aladi	2
Aladár	1
aladı	220
aladılar	1
aladıma	1
Alakól	3
alakóz	1
alalmadı	1
alalmaǵan	1
alalmaǵannan	1
alalmaǵanınan	1
alamannıń	1
alamaǵan	1
alamız	8
alandı	1
alaplardı	1
alapları	2
alaplarına	1
alaplarında	1
Alapınar	1
alaqannıń	1
alaqanın	2
alaqanına	3
alaqanında	2
alaqorjın	1
alardı	2
alarsań	2
alarında	1
Alasatlı	4
alasań	1
alashanı	1
alashtıń	1
alasız	10
alataladı	1
Alatawdıń	1
Alatawı	1
alatugın	1
alatuǵin	1
alatuǵun	1
alatuǵın	94
alatuǵınday	1
alatuǵınlar	1
alatuǵınlıqtan	1
alatuǵınlıǵı	2
alatuǵınlıǵın	1
alatuǵınlıǵına	1
alatuǵınnan	2
alatuǵını	6
alatuǵınımızdı	1
alatuǵınımızǵa	1
alatuǵının	16
alatuǵınına	3
alatuǵınınan	1
alatuǵınında	1
alatuǵınınıń	1
alatuǵınıńız	1
alatuǵınıńızǵa	1
alatın	3
alatıǵının	1
Alauatdinova	3
alaw	3
Alawatdinov	108
Alawatdinovlar	3
Alawatdinovtıń	2
alayhisalamnıń	1
alayhissalamnıń	1
alayıq	5
alań	2
alańda	1
alańlatadı	1
alańlatatuǵınlıqtan	1
alańlatıw	3
alańlatıwdı	1
alańlatıwshı	1
alańlatıwı	1
alańlaw	3
alańlawlar	1
alańlawlardı	1
alańlawshılıq	1
alańlawshılıqlar	1
alańlawshılıqlarǵa	1
alańlawshılıqqa	2
alańlawshılıqtı	1
alańlawı	1
alańlawım	1
alańlaydı	1
Alańlıqtan	1
Alańǵasar	1
alaǵada	2
alaǵadalasa	1
alaǵadalaydı	1
alaǵadalıq	1
alaǵadalıqqa	2
alaǵadashılıq	1
alaǵat	1
Albaniyanı	1
Albaniyanıń	1
Albaniyası	1
Albaniyaǵa	1
albanlardıń	1
albase	3
Alberinidiń	1
Alberoniydıń	1
Albertiniń	1
Albertnıń	2
Alberttiń	1
Alberttıń	2
Albina	6
Albionǵa	1
alboloǵa	1
albom	4
Albomdaǵı	1
albomdı	1
albomindaǵı	1
albomlardaǵı	1
albomlardı	1
albomlardıń	1
albomları	1
albomların	1
albomlarına	1
albomlarınan	1
albomlarınıń	1
albomlarǵa	1
albomlı	1
albomnıń	3
albomı	4
albomın	4
albomına	3
albomınan	1
albomında	3
albomındaǵı	1
albomınıń	1
albomǵa	1
albıradım	1
albırap	1
albıratqan	1
albıratıp	1
albırawshılıǵınıń	1
albıraǵan	1
albıraǵanınan	1
ALC	4
Alcheck	3
alda	5
aldadım	1
aldamaǵan	1
aldamshı	2
aldanadı	1
aldandım	1
aldanıw	1
aldanıwı	4
aldanǵan	1
Aldanǵanlar	1
aldanǵanın	2
Aldaqshı	1
aldaw	8
aldawdı	1
aldawdıń	1
aldawları	1
aldawlarınıń	1
aldawshı	2
aldawshılar	3
aldawshılardıń	9
aldawshılıq	23
aldawshılıqlardan	3
aldawshılıqlardı	1
aldawshılıqlardıń	1
aldawshılıqqa	3
aldawshılıqtan	3
aldawshılıqtıń	3
aldawshılıǵı	3
aldawshılıǵın	1
aldawshılıǵına	1
aldawshılıǵında	1
aldawı	1
aldawınıń	1
aldawǵa	2
aldaydı	2
aldaǵan	1
aldaǵandı	1
aldaǵanlıqta	1
aldaǵanı	2
aldaǵanın	1
aldaǵı	184
aldinǵa	1
aldiǵa	1
Aldjanova	1
aldı	479
aldıcnnturk	1
aldıda	1
aldıdaǵı	1
aldılar	2
aldılarına	3
aldım	5
aldıma	2
aldımda	3
aldımızda	5
aldımızdan	1
aldımızǵa	5
aldın	959
aldına	49
aldınala	1
aldınan	88
aldınanında	1
aldınasintaksislik	1
aldında	137
aldından	1
aldındaǵı	19
aldındaǵılardan	1
aldınları	2
aldınlaw	1
aldınna	1
aldınnan	26
aldınıraq	2
aldınıń	1
aldınǵa	3
aldınǵi	1
aldınǵı	127
aldınǵıdan	1
aldınǵıday	1
aldınǵılar	1
aldınǵıları	3
aldınǵıların	1
aldınǵılarına	1
aldınǵılarınan	1
aldınǵılarǵa	1
aldınǵınan	1
aldınǵınǵa	1
aldınǵısı	4
aldınǵısın	1
aldınǵısına	2
aldınǵısınan	1
aldınǵısında	2
aldınǵısınıń	1
aldınǵıǵa	1
aldıq	4
aldıradı	1
aldıraq	2
aldırdı	1
aldırma	2
aldırıldı	1
aldırıp	3
aldırıw	1
aldırǵan	1
aldıń	2
aldıńa	1
aldıńda	1
aldıńdı	1
aldıńızǵa	3
aldıńǵı	66
aldıńǵıday	1
Aldıńǵılar	1
aldıńǵılardan	1
aldıńǵılardıń	1
aldıńǵıları	1
aldıńǵılarına	1
aldıńǵılarınan	1
aldıńǵılarınıń	1
aldıńǵınıń	1
aldıńǵıraq	1
Aldıńǵısı	2
aldıńǵısın	1
aldıńǵısına	1
aldıńǵısınan	1
aldıńǵısındaǵı	1
aldıńǵısınıń	1
aldıńǵıǵa	1
aldıǵa	3
Aleksanderdiń	1
Aleksandr	5
Aleksandrdıń	2
Aleksandriyaǵa	2
Aleksandrovich	11
Aleksandrovichler	3
Aleksandrovichtiń	1
Alekseevna	3
Alekstiń	1
Alenkardıń	1
Alewovtıń	5
Alexiostıń	1
aleykum	3
alfavitiniń	1
alfavittiń	1
alfavıtınde	1
Alfiya	7
Alfredtiń	1
Alga	3
Algebra	4
algebradaǵı	1
algebraları	1
algebralıq	3
algebranıń	1
algebrası	1
algebrasın	1
algebrasına	1
algebrasınıń	1
algebraǵa	1
ALGOLdıń	1
ALGOLǵa	1
algoritminiń	2
algoritmler	2
algoritmlerdiń	3
algoritmleriniń	1
Algoritmlestiriw	3
Algoritmlıq	1
algoritmniń	2
algoritmı	1
Ali	5
ali	3
Alibabanıń	1
Alibabaǵa	1
Alibeydiń	1
Alice	3
Alicún	1
Alidiń	2
Alierdiń	1
Aliev	4
Alievanıń	1
Alievlerdiń	1
Alievtiń	2
alifbesiniń	1
align	6
Alikhan	5
Alima	8
Alimbaev	2
Alimbaeva	3
Alimbaevich	3
Alimbekovlardıń	1
Alimbetov	4
Alimbetova	2
Alimbetovlar	4
Alimbettov	2
Alimovlar	2
Alina	5
alinip	3
Aliniń	1
alinǵan	1
alip	5
Alipov	4
Aliqulıxan	1
Alisanıń	1
Alisher	36
Alissondı	1
aliw	2
aliwdi	3
aliwlardı	1
aliwmizǵa	1
aliwǵa	1
Aliya	5
Aliyarova	2
aljaspaǵan	5
aljastıradı	2
aljastıratuǵın	1
